CATEGORY,MEDICINE,UNITPRICE,MONTH,Sales,lag_1,rolling_mean_3,Date,month,quarter
Bones & Joints,Abies Alba | UNDA Gemmo | 125 mL,45.5,April,2279,1250,1668.333333,4/1/2024,4,2
Gastrointestinal Health,HMF Multi Strain Powder | Genestra Brands® | 60 Grams,13.49,December,2212,1481,1947.666667,12/1/2024,12,4
Gastrointestinal Health,HMF Multi Strain | Genestra Brands® | 60 Capsules,54.25,April,1399,2798,2176.666667,4/1/2024,4,2
Gastrointestinal Health,HMF Multi Strain | Genestra Brands® | 60 Capsules,54.25,May,1271,1399,1796,5/1/2024,5,2
Gastrointestinal Health,HMF Multi Strain | Genestra Brands® | 60 Capsules,54.25,June,2855,1271,1822.666667,6/1/2024,6,2
Gastrointestinal Health,HMF Multi Strain | Genestra Brands® | 60 Capsules,54.25,July,2415,2855,1841.666667,7/1/2024,7,3
Gastrointestinal Health,HMF Multi Strain | Genestra Brands® | 60 Capsules,54.25,August,2723,2415,2180.333333,8/1/2024,8,3
Gastrointestinal Health,HMF Multi Strain | Genestra Brands® | 60 Capsules,54.25,September,1721,2723,2664.333333,9/1/2024,9,3
Gastrointestinal Health,HMF Multi Strain | Genestra Brands® | 60 Capsules,54.25,October,1486,1721,2286.333333,10/1/2024,10,4
Gastrointestinal Health,HMF Multi Strain | Genestra Brands® | 60 Capsules,54.25,November,2553,1486,1976.666667,11/1/2024,11,4
Gastrointestinal Health,HMF Multi Strain | Genestra Brands® | 60 Capsules,54.25,December,2829,2553,1920,12/1/2024,12,4
Gastrointestinal Health,HMF Natogen | Genestra Brands® | 0.2oz (6 Grams) Powder,15.99,April,2807,2547,2014.333333,4/1/2024,4,2
Gastrointestinal Health,HMF Natogen | Genestra Brands® | 0.2oz (6 Grams) Powder,15.99,May,2202,2807,2134.666667,5/1/2024,5,2
Gastrointestinal Health,HMF Natogen | Genestra Brands® | 0.2oz (6 Grams) Powder,15.99,June,2082,2202,2518.666667,6/1/2024,6,2
Gastrointestinal Health,HMF Natogen | Genestra Brands® | 0.2oz (6 Grams) Powder,15.99,July,1216,2082,2363.666667,7/1/2024,7,3
Gastrointestinal Health,HMF Natogen | Genestra Brands® | 0.2oz (6 Grams) Powder,15.99,August,1287,1216,1833.333333,8/1/2024,8,3
Gastrointestinal Health,HMF Natogen | Genestra Brands® | 0.2oz (6 Grams) Powder,15.99,September,1773,1287,1528.333333,9/1/2024,9,3
Gastrointestinal Health,HMF Natogen | Genestra Brands® | 0.2oz (6 Grams) Powder,15.99,October,2696,1773,1425.333333,10/1/2024,10,4
Gastrointestinal Health,HMF Natogen | Genestra Brands® | 0.2oz (6 Grams) Powder,15.99,November,1413,2696,1918.666667,11/1/2024,11,4
Gastrointestinal Health,HMF Natogen | Genestra Brands® | 0.2oz (6 Grams) Powder,15.99,December,2506,1413,1960.666667,12/1/2024,12,4
Gastrointestinal Health,HMF Neuro Powder | Genestra Brands® | 60 Gram,59.9,April,2801,1633,2021,4/1/2024,4,2
Gastrointestinal Health,HMF Neuro Powder | Genestra Brands® | 60 Gram,59.9,May,1710,2801,2417.333333,5/1/2024,5,2
Gastrointestinal Health,HMF Neuro Powder | Genestra Brands® | 60 Gram,59.9,June,1527,1710,2048,6/1/2024,6,2
Gastrointestinal Health,HMF Neuro Powder | Genestra Brands® | 60 Gram,59.9,July,2977,1527,2012.666667,7/1/2024,7,3
Gastrointestinal Health,HMF Neuro Powder | Genestra Brands® | 60 Gram,59.9,August,2311,2977,2071.333333,8/1/2024,8,3
Gastrointestinal Health,HMF Neuro Powder | Genestra Brands® | 60 Gram,59.9,September,1728,2311,2271.666667,9/1/2024,9,3
Gastrointestinal Health,HMF Neuro Powder | Genestra Brands® | 60 Gram,59.9,October,1628,1728,2338.666667,10/1/2024,10,4
Gastrointestinal Health,HMF Neuro Powder | Genestra Brands® | 60 Gram,59.9,November,1374,1628,1889,11/1/2024,11,4
Gastrointestinal Health,HMF Neuro Powder | Genestra Brands® | 60 Gram,59.9,December,2180,1374,1576.666667,12/1/2024,12,4
Gastrointestinal Health,HMF Neuro | Genestra Brands® | 60 Vegetarian Capsules,57.89,April,1598,2749,2280.666667,4/1/2024,4,2
Gastrointestinal Health,HMF Neuro | Genestra Brands® | 60 Vegetarian Capsules,57.89,May,2093,1598,2036.333333,5/1/2024,5,2
Gastrointestinal Health,HMF Neuro | Genestra Brands® | 60 Vegetarian Capsules,57.89,June,1510,2093,2146.666667,6/1/2024,6,2
Gastrointestinal Health,HMF Neuro | Genestra Brands® | 60 Vegetarian Capsules,57.89,July,2760,1510,1733.666667,7/1/2024,7,3
Gastrointestinal Health,HMF Neuro | Genestra Brands® | 60 Vegetarian Capsules,57.89,August,1043,2760,2121,8/1/2024,8,3
Gastrointestinal Health,HMF Neuro | Genestra Brands® | 60 Vegetarian Capsules,57.89,September,1569,1043,1771,9/1/2024,9,3
Gastrointestinal Health,HMF Neuro | Genestra Brands® | 60 Vegetarian Capsules,57.89,October,2792,1569,1790.666667,10/1/2024,10,4
Gastrointestinal Health,HMF Neuro | Genestra Brands® | 60 Vegetarian Capsules,57.89,November,2990,2792,1801.333333,11/1/2024,11,4
Gastrointestinal Health,HMF Neuro | Genestra Brands® | 60 Vegetarian Capsules,57.89,December,2301,2990,2450.333333,12/1/2024,12,4
Gastrointestinal Health,HMF Replete | Genestra Brands® | 140 Grams,65.75,April,1648,2458,2126,4/1/2024,4,2
Gastrointestinal Health,HMF Replete | Genestra Brands® | 140 Grams,65.75,May,1236,1648,1937.333333,5/1/2024,5,2
Gastrointestinal Health,HMF Replete | Genestra Brands® | 140 Grams,65.75,June,2173,1236,1780.666667,6/1/2024,6,2
Gastrointestinal Health,HMF Replete | Genestra Brands® | 140 Grams,65.75,July,1777,2173,1685.666667,7/1/2024,7,3
Gastrointestinal Health,HMF Replete | Genestra Brands® | 140 Grams,65.75,August,1815,1777,1728.666667,8/1/2024,8,3
Gastrointestinal Health,HMF Replete | Genestra Brands® | 140 Grams,65.75,September,1220,1815,1921.666667,9/1/2024,9,3
Gastrointestinal Health,HMF Replete | Genestra Brands® | 140 Grams,65.75,October,1403,1220,1604,10/1/2024,10,4
Gastrointestinal Health,HMF Replete | Genestra Brands® | 140 Grams,65.75,November,1324,1403,1479.333333,11/1/2024,11,4
Gastrointestinal Health,HMF Replete | Genestra Brands® | 140 Grams,65.75,December,2064,1324,1315.666667,12/1/2024,12,4
Gastrointestinal Health,HMF™ Intensive (shelf-stable) | Genestra Brands® | 25 Vegetarian Capsules,37.5,April,2125,2238,2006.666667,4/1/2024,4,2
Gastrointestinal Health,HMF™ Intensive (shelf-stable) | Genestra Brands® | 25 Vegetarian Capsules,37.5,May,2370,2125,1827,5/1/2024,5,2
Gastrointestinal Health,HMF™ Intensive (shelf-stable) | Genestra Brands® | 25 Vegetarian Capsules,37.5,June,1874,2370,2244.333333,6/1/2024,6,2
Gastrointestinal Health,HMF™ Intensive (shelf-stable) | Genestra Brands® | 25 Vegetarian Capsules,37.5,July,1308,1874,2123,7/1/2024,7,3
Gastrointestinal Health,HMF™ Intensive (shelf-stable) | Genestra Brands® | 25 Vegetarian Capsules,37.5,August,1760,1308,1850.666667,8/1/2024,8,3
Gastrointestinal Health,HMF™ Intensive (shelf-stable) | Genestra Brands® | 25 Vegetarian Capsules,37.5,September,1435,1760,1647.333333,9/1/2024,9,3
Gastrointestinal Health,HMF™ Intensive (shelf-stable) | Genestra Brands® | 25 Vegetarian Capsules,37.5,October,2039,1435,1501,10/1/2024,10,4
Gastrointestinal Health,HMF™ Intensive (shelf-stable) | Genestra Brands® | 25 Vegetarian Capsules,37.5,November,1483,2039,1744.666667,11/1/2024,11,4
Gastrointestinal Health,HMF™ Intensive (shelf-stable) | Genestra Brands® | 25 Vegetarian Capsules,37.5,December,2551,1483,1652.333333,12/1/2024,12,4
Gastrointestinal Health,Herbal Calm | Genestra Brands® | 60 Vegetable Capsules,58.75,January,2511,1325,1615.666667,1/1/2024,1,1
Gastrointestinal Health,Herbal Calm | Genestra Brands® | 60 Vegetable Capsules,58.75,February,2471,2511,1773,2/1/2024,2,1
Gastrointestinal Health,Herbal Calm | Genestra Brands® | 60 Vegetable Capsules,58.75,March,2238,2471,2102.333333,3/1/2024,3,1
Gastrointestinal Health,Herbal Calm | Genestra Brands® | 60 Vegetable Capsules,58.75,April,2329,2238,2406.666667,4/1/2024,4,2
Gastrointestinal Health,Herbal Calm | Genestra Brands® | 60 Vegetable Capsules,58.75,May,1804,2329,2346,5/1/2024,5,2
Gastrointestinal Health,Herbal Calm | Genestra Brands® | 60 Vegetable Capsules,58.75,June,2013,1804,2123.666667,6/1/2024,6,2
Gastrointestinal Health,Herbal Calm | Genestra Brands® | 60 Vegetable Capsules,58.75,July,1834,2013,2048.666667,7/1/2024,7,3
Gastrointestinal Health,Herbal Calm | Genestra Brands® | 60 Vegetable Capsules,58.75,August,2104,1834,1883.666667,8/1/2024,8,3
Gastrointestinal Health,Herbal Calm | Genestra Brands® | 60 Vegetable Capsules,58.75,September,1405,2104,1983.666667,9/1/2024,9,3
Gastrointestinal Health,Herbal Calm | Genestra Brands® | 60 Vegetable Capsules,58.75,October,1629,1405,1781,10/1/2024,10,4
Gastrointestinal Health,Herbal Calm | Genestra Brands® | 60 Vegetable Capsules,58.75,November,2680,1629,1712.666667,11/1/2024,11,4
Gastrointestinal Health,Herbal Calm | Genestra Brands® | 60 Vegetable Capsules,58.75,December,2341,2680,1904.666667,12/1/2024,12,4
Gastrointestinal Health,Hydro-Zyme™ | Biotics Research® | 90 0R 250 Tablets,8.99,April,2350,1368,1649.333333,4/1/2024,4,2
Gastrointestinal Health,Hydro-Zyme™ | Biotics Research® | 90 0R 250 Tablets,8.99,May,2944,2350,1779.333333,5/1/2024,5,2
Gastrointestinal Health,Hydro-Zyme™ | Biotics Research® | 90 0R 250 Tablets,8.99,June,1669,2944,2220.666667,6/1/2024,6,2
Gastrointestinal Health,Hydro-Zyme™ | Biotics Research® | 90 0R 250 Tablets,8.99,July,2664,1669,2321,7/1/2024,7,3
Gastrointestinal Health,Hydro-Zyme™ | Biotics Research® | 90 0R 250 Tablets,8.99,August,2310,2664,2425.666667,8/1/2024,8,3
Gastrointestinal Health,Hydro-Zyme™ | Biotics Research® | 90 0R 250 Tablets,8.99,September,2757,2310,2214.333333,9/1/2024,9,3
Gastrointestinal Health,Hydro-Zyme™ | Biotics Research® | 90 0R 250 Tablets,8.99,October,2172,2757,2577,10/1/2024,10,4
Gastrointestinal Health,Hydro-Zyme™ | Biotics Research® | 90 0R 250 Tablets,8.99,November,2703,2172,2413,11/1/2024,11,4
Gastrointestinal Health,Hydro-Zyme™ | Biotics Research® | 90 0R 250 Tablets,8.99,December,2342,2703,2544,12/1/2024,12,4
Gastrointestinal Health,IAG | Biotics Research® | 100g,35,April,2001,1418,2048,4/1/2024,4,2
Gastrointestinal Health,IAG | Biotics Research® | 100g,35,May,1183,2001,1744.333333,5/1/2024,5,2
Gastrointestinal Health,IAG | Biotics Research® | 100g,35,June,2819,1183,1534,6/1/2024,6,2
Gastrointestinal Health,IAG | Biotics Research® | 100g,35,July,2970,2819,2001,7/1/2024,7,3
Gastrointestinal Health,IAG | Biotics Research® | 100g,35,August,1974,2970,2324,8/1/2024,8,3
Gastrointestinal Health,IAG | Biotics Research® | 100g,35,September,1224,1974,2587.666667,9/1/2024,9,3
Gastrointestinal Health,IAG | Biotics Research® | 100g,35,October,2140,1224,2056,10/1/2024,10,4
Gastrointestinal Health,IAG | Biotics Research® | 100g,35,November,2460,2140,1779.333333,11/1/2024,11,4
Gastrointestinal Health,IAG | Biotics Research® | 100g,35,December,1794,2460,1941.333333,12/1/2024,12,4
Gastrointestinal Health,Ichol Plus | Genestra Brands® | 90 Vegetable Capsules,41,April,1429,2423,1870.333333,4/1/2024,4,2
Gastrointestinal Health,Ichol Plus | Genestra Brands® | 90 Vegetable Capsules,41,May,2290,1429,1776.666667,5/1/2024,5,2
Gastrointestinal Health,Ichol Plus | Genestra Brands® | 90 Vegetable Capsules,41,June,2072,2290,2047.333333,6/1/2024,6,2
Gastrointestinal Health,Ichol Plus | Genestra Brands® | 90 Vegetable Capsules,41,July,2112,2072,1930.333333,7/1/2024,7,3
Gastrointestinal Health,Ichol Plus | Genestra Brands® | 90 Vegetable Capsules,41,August,1896,2112,2158,8/1/2024,8,3
Gastrointestinal Health,Ichol Plus | Genestra Brands® | 90 Vegetable Capsules,41,September,2110,1896,2026.666667,9/1/2024,9,3
Gastrointestinal Health,Ichol Plus | Genestra Brands® | 90 Vegetable Capsules,41,October,1578,2110,2039.333333,10/1/2024,10,4
Gastrointestinal Health,Ichol Plus | Genestra Brands® | 90 Vegetable Capsules,41,November,2963,1578,1861.333333,11/1/2024,11,4
Gastrointestinal Health,Ichol Plus | Genestra Brands® | 90 Vegetable Capsules,41,December,2774,2963,2217,12/1/2024,12,4
Gastrointestinal Health,Intenzyme Forte™ | Biotics Research® | 50 or 100 or 500 Tablets,37.99,April,1402,1304,1629,4/1/2024,4,2
Gastrointestinal Health,Intenzyme Forte™ | Biotics Research® | 50 or 100 or 500 Tablets,37.99,May,2691,1402,1555.333333,5/1/2024,5,2
Gastrointestinal Health,Intenzyme Forte™ | Biotics Research® | 50 or 100 or 500 Tablets,37.99,June,2307,2691,1799,6/1/2024,6,2
Gastrointestinal Health,Intenzyme Forte™ | Biotics Research® | 50 or 100 or 500 Tablets,37.99,July,2313,2307,2133.333333,7/1/2024,7,3
Gastrointestinal Health,Intenzyme Forte™ | Biotics Research® | 50 or 100 or 500 Tablets,37.99,August,1801,2313,2437,8/1/2024,8,3
Gastrointestinal Health,Intenzyme Forte™ | Biotics Research® | 50 or 100 or 500 Tablets,37.99,September,2854,1801,2140.333333,9/1/2024,9,3
Gastrointestinal Health,Intenzyme Forte™ | Biotics Research® | 50 or 100 or 500 Tablets,37.99,October,1410,2854,2322.666667,10/1/2024,10,4
Gastrointestinal Health,Intenzyme Forte™ | Biotics Research® | 50 or 100 or 500 Tablets,37.99,November,2814,1410,2021.666667,11/1/2024,11,4
Gastrointestinal Health,Intenzyme Forte™ | Biotics Research® | 50 or 100 or 500 Tablets,37.99,December,2146,2814,2359.333333,12/1/2024,12,4
Gastrointestinal Health,Intesol™ | Metagenics® | 60 Softgels,46,April,2170,1952,1544.666667,4/1/2024,4,2
Gastrointestinal Health,Intesol™ | Metagenics® | 60 Softgels,46,May,1923,2170,1781,5/1/2024,5,2
Gastrointestinal Health,Intesol™ | Metagenics® | 60 Softgels,46,June,2006,1923,2015,6/1/2024,6,2
Gastrointestinal Health,Intesol™ | Metagenics® | 60 Softgels,46,July,1196,2006,2033,7/1/2024,7,3
Gastrointestinal Health,Intesol™ | Metagenics® | 60 Softgels,46,August,1890,1196,1708.333333,8/1/2024,8,3
Gastrointestinal Health,Intesol™ | Metagenics® | 60 Softgels,46,September,1412,1890,1697.333333,9/1/2024,9,3
Gastrointestinal Health,Intesol™ | Metagenics® | 60 Softgels,46,October,1352,1412,1499.333333,10/1/2024,10,4
Gastrointestinal Health,Intesol™ | Metagenics® | 60 Softgels,46,November,2219,1352,1551.333333,11/1/2024,11,4
Gastrointestinal Health,Intesol™ | Metagenics® | 60 Softgels,46,December,1965,2219,1661,12/1/2024,12,4
Gastrointestinal Health,Intolerase | Vita Aid® | 84 Capsules,52.25,April,2618,1114,1469.333333,4/1/2024,4,2
Gastrointestinal Health,Intolerase | Vita Aid® | 84 Capsules,52.25,May,1218,2618,1855,5/1/2024,5,2
Gastrointestinal Health,Intolerase | Vita Aid® | 84 Capsules,52.25,June,2119,1218,1650,6/1/2024,6,2
Gastrointestinal Health,Intolerase | Vita Aid® | 84 Capsules,52.25,July,2916,2119,1985,7/1/2024,7,3
Gastrointestinal Health,Intolerase | Vita Aid® | 84 Capsules,52.25,August,1773,2916,2084.333333,8/1/2024,8,3
Gastrointestinal Health,Intolerase | Vita Aid® | 84 Capsules,52.25,September,1283,1773,2269.333333,9/1/2024,9,3
Gastrointestinal Health,Intolerase | Vita Aid® | 84 Capsules,52.25,October,1913,1283,1990.666667,10/1/2024,10,4
Gastrointestinal Health,Intolerase | Vita Aid® | 84 Capsules,52.25,November,1927,1913,1656.333333,11/1/2024,11,4
Gastrointestinal Health,Intolerase | Vita Aid® | 84 Capsules,52.25,December,2272,1927,1707.666667,12/1/2024,12,4
Gastrointestinal Health,Kids Probiotic | Jamieson™ | 60 Chewable Tablets,19.99,April,2568,1254,1975.333333,4/1/2024,4,2
Gastrointestinal Health,Kids Probiotic | Jamieson™ | 60 Chewable Tablets,19.99,May,2194,2568,2031,5/1/2024,5,2
Gastrointestinal Health,Kids Probiotic | Jamieson™ | 60 Chewable Tablets,19.99,June,2291,2194,2005.333333,6/1/2024,6,2
Gastrointestinal Health,Kids Probiotic | Jamieson™ | 60 Chewable Tablets,19.99,July,2359,2291,2351,7/1/2024,7,3
Gastrointestinal Health,Kids Probiotic | Jamieson™ | 60 Chewable Tablets,19.99,August,1300,2359,2281.333333,8/1/2024,8,3
Gastrointestinal Health,Kids Probiotic | Jamieson™ | 60 Chewable Tablets,19.99,September,2559,1300,1983.333333,9/1/2024,9,3
Gastrointestinal Health,Kids Probiotic | Jamieson™ | 60 Chewable Tablets,19.99,October,2838,2559,2072.666667,10/1/2024,10,4
Gastrointestinal Health,Kids Probiotic | Jamieson™ | 60 Chewable Tablets,19.99,November,2049,2838,2232.333333,11/1/2024,11,4
Gastrointestinal Health,Kids Probiotic | Jamieson™ | 60 Chewable Tablets,19.99,December,1374,2049,2482,12/1/2024,12,4
Gastrointestinal Health,L-Glutamine 500 mg | New Roots HERBAL® | 120 Capsules,80.25,April,2360,2321,2065.666667,4/1/2024,4,2
Gastrointestinal Health,L-Glutamine 500 mg | New Roots HERBAL® | 120 Capsules,80.25,May,2623,2360,2433.333333,5/1/2024,5,2
Gastrointestinal Health,L-Glutamine 500 mg | New Roots HERBAL® | 120 Capsules,80.25,June,1646,2623,2434.666667,6/1/2024,6,2
Gastrointestinal Health,L-Glutamine 500 mg | New Roots HERBAL® | 120 Capsules,80.25,July,1534,1646,2209.666667,7/1/2024,7,3
Gastrointestinal Health,L-Glutamine 500 mg | New Roots HERBAL® | 120 Capsules,80.25,August,2996,1534,1934.333333,8/1/2024,8,3
Gastrointestinal Health,L-Glutamine 500 mg | New Roots HERBAL® | 120 Capsules,80.25,September,2937,2996,2058.666667,9/1/2024,9,3
Gastrointestinal Health,L-Glutamine 500 mg | New Roots HERBAL® | 120 Capsules,80.25,October,2224,2937,2489,10/1/2024,10,4
Gastrointestinal Health,L-Glutamine 500 mg | New Roots HERBAL® | 120 Capsules,80.25,November,1880,2224,2719,11/1/2024,11,4
Gastrointestinal Health,L-Glutamine 500 mg | New Roots HERBAL® | 120 Capsules,80.25,December,1007,1880,2347,12/1/2024,12,4
Gastrointestinal Health,L-Glutamine | Xymogen® | 340 g Powder,19.99,April,2461,2637,2036.666667,4/1/2024,4,2
Gastrointestinal Health,L-Glutamine | Xymogen® | 340 g Powder,19.99,May,2518,2461,2158.666667,5/1/2024,5,2
Gastrointestinal Health,L-Glutamine | Xymogen® | 340 g Powder,19.99,June,1893,2518,2538.666667,6/1/2024,6,2
Gastrointestinal Health,L-Glutamine | Xymogen® | 340 g Powder,19.99,July,2331,1893,2290.666667,7/1/2024,7,3
Gastrointestinal Health,L-Glutamine | Xymogen® | 340 g Powder,19.99,August,1582,2331,2247.333333,8/1/2024,8,3
Gastrointestinal Health,L-Glutamine | Xymogen® | 340 g Powder,19.99,September,1642,1582,1935.333333,9/1/2024,9,3
Gastrointestinal Health,L-Glutamine | Xymogen® | 340 g Powder,19.99,October,1158,1642,1851.666667,10/1/2024,10,4
Gastrointestinal Health,L-Glutamine | Xymogen® | 340 g Powder,19.99,November,1014,1158,1460.666667,11/1/2024,11,4
Gastrointestinal Health,L-Glutamine | Xymogen® | 340 g Powder,19.99,December,1350,1014,1271.333333,12/1/2024,12,4
Gastrointestinal Health,L-glutamine Powder | Bioclinic® Naturals | 306 gr,17.99,April,2316,1461,1937.333333,4/1/2024,4,2
Gastrointestinal Health,L-glutamine Powder | Bioclinic® Naturals | 306 gr,17.99,May,2026,2316,1785.333333,5/1/2024,5,2
Gastrointestinal Health,L-glutamine Powder | Bioclinic® Naturals | 306 gr,17.99,June,1125,2026,1934.333333,6/1/2024,6,2
Gastrointestinal Health,L-glutamine Powder | Bioclinic® Naturals | 306 gr,17.99,July,1243,1125,1822.333333,7/1/2024,7,3
Gastrointestinal Health,L-glutamine Powder | Bioclinic® Naturals | 306 gr,17.99,August,1535,1243,1464.666667,8/1/2024,8,3
Gastrointestinal Health,L-glutamine Powder | Bioclinic® Naturals | 306 gr,17.99,September,2900,1535,1301,9/1/2024,9,3
Gastrointestinal Health,L-glutamine Powder | Bioclinic® Naturals | 306 gr,17.99,October,2975,2900,1892.666667,10/1/2024,10,4
Gastrointestinal Health,L-glutamine Powder | Bioclinic® Naturals | 306 gr,17.99,November,1837,2975,2470,11/1/2024,11,4
Gastrointestinal Health,L-glutamine Powder | Bioclinic® Naturals | 306 gr,17.99,December,1477,1837,2570.666667,12/1/2024,12,4
Gastrointestinal Health,LV-GB Complex™ | Designs for Health® | 90 capsules,160.75,April,1169,1541,1782,4/1/2024,4,2
Gastrointestinal Health,LV-GB Complex™ | Designs for Health® | 90 capsules,160.75,May,1787,1169,1412,5/1/2024,5,2
Gastrointestinal Health,LV-GB Complex™ | Designs for Health® | 90 capsules,160.75,June,1245,1787,1499,6/1/2024,6,2
Gastrointestinal Health,LV-GB Complex™ | Designs for Health® | 90 capsules,160.75,July,1108,1245,1400.333333,7/1/2024,7,3
Gastrointestinal Health,LV-GB Complex™ | Designs for Health® | 90 capsules,160.75,August,1755,1108,1380,8/1/2024,8,3
Gastrointestinal Health,LV-GB Complex™ | Designs for Health® | 90 capsules,160.75,September,1055,1755,1369.333333,9/1/2024,9,3
Gastrointestinal Health,LV-GB Complex™ | Designs for Health® | 90 capsules,160.75,October,1739,1055,1306,10/1/2024,10,4
Gastrointestinal Health,LV-GB Complex™ | Designs for Health® | 90 capsules,160.75,November,1819,1739,1516.333333,11/1/2024,11,4
